geo_id2,geo_name,eatribe,eaid,state,year,pcinc,FC,HC,ea_v5,ea_v30,ea_v32,ea_v66,pcinc_co,unempl_co,logpop,logdist,dist,logruggedness,casino,logresarea_sqkm,BIA_reg,removal,popadultshare,instrument_gold,intrument_silver,wgold_enviro,wsilver_enviro,count_1_all,count_5_governance,count_5_notgovernance,count_7_governance,count_7_notgovernance,share_5_governance,share_5_notgovernance,share_7_governance,share_7_notgovernance
10,"Acoma Pueblo and Off-Reservation Trust Land, NM",ACOMA . .,437,NM,2000,8680,0,0,8,7,3,1,12625.4,5.7,7.9157133102,4.4408512115,84.8471338042,-0.906329453,1,7.3405070305,Southwest,10.7066926956,68.540145874,0,0,0,0,209,0,1,6,24,0,0.0047846888,0.0287081338,0.1148325354
20,"Agua Caliente Reservation, CA",CAHUILLA.,546,CA,2000,24249,0,0,0,2,3,1,17772.5,4.65,5.1474943161,1.5961407423,4.9339542334,0.3149489462,1,4.8487911737,Pacific,11.1200857162,78.4883728027,4.143348217,0,665358.8125,60879.77734375,3,0,0,0,0,0,0,0,0
80,"Allegany Reservation, NY",IROQUOIS.,663,NY,2000,12298,1,1,4,7,3,1,16859.5,3.8,7.0925736427,3.3649864197,28.9331043755,-0.5078784823,1,4.8314339863,Eastern,12.6038475037,69.0773086548,0,0,0,0,37,0,0,8,11,0,0,0.2162162215,0.2972972989
140,"Bad River Reservation, WI",CHIPPEWA.,499,WI,2000,10584,0,0,2,2,3,1,16504,5.075,6.9744787216,4.71646595,111.7725440946,-2.4142653942,1,6.2319336421,Midwest,11.9581804276,64.5463027954,0,0.0077178711,0,0,28,0,0,3,2,0,0,0.1071428582,0.0714285746
155,"Barona Reservation, CA",DIEGUENO.,339,CA,2000,38647,0,0,0,2,3,1,22926,3.6,5.8692970276,2.877071619,17.762182509,-0.5915013552,1,3.1838264958,Pacific,13.7911844254,60.1694946289,0,0,150192.203125,23443.0234375,16,0,0,5,2,0,0,0.3125,0.125
165,"Battle Mountain Reservation, NV",ELKOSHOSH,584,NV,2000,12017,0,0,0,2,2,1,18268.5,5.3,4.7004804611,4.6299452782,102.5084545066,-2.9291403294,0,0.9944585199,Western,11.6590890884,73.6363677979,4.3576431274,2.8598191738,463675.3125,327531.90625,769,0,2,2,35,0,0.0026007802,0.0026007802,0.0455136523
170,"Bay Mills Reservation and Off-Reservation Trust Land, MI",CHIPPEWA.,499,MI,2000,12394,0,0,2,2,3,1,15858,5.3,6.5191473961,2.8927509785,18.042876957,-1.7641882896,1,2.5425072213,Midwest,13.2202577591,64.3067855835,0,0.0077178711,0,0,4,0,0,0,0,0,0,0,0
250,"Big Pine Reservation, CA",E.MONO. .,572,CA,2000,11613,1,0,0,2,3,1,17567,5.35,5.5721540451,4.7817077637,119.3079259072,-1.3631821871,0,0.1142190632,Pacific,10.9465751648,81.3688201904,4.5358777046,8.542140007,804085.125,101600.9765625,2,0,0,0,1,0,0,0,0.5
275,"Big Valley Rancheria, CA",S.POMO. .,533,CA,2000,4029,1,0,0,3,3,2,20664,4.2666666667,5.2149357796,3.1542668343,23.43584843,-4.6051702499,1,-0.7284623281,Pacific,11.5160655975,46.7391319275,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"Blackfeet Reservation and Off-Reservation Trust Land, MT",BLACKFOOT,619,MT,2000,8383,1,0,0,1,3,2,15438.5,3.225,9.0190591812,4.7804527283,119.1582841592,-1.3260364532,1,8.7351261984,Rocky Mountain,12.1549882889,64.7172775269,3.0946640968,6.7740693092,0,0,169,2,1,12,13,0.0118343197,0.0059171598,0.0710059181,0.0769230798
335,"Bois Forte Reservation, MN",CHIPPEWA.,499,MN,2000,10995,0,0,2,2,3,1,18622,3.9,6.1675167084,4.2819209099,72.3793407476,-2.8047332764,1,6.3077064723,Midwest,12.4184446335,66.2473831177,0,0.0077178711,0,0,71,12,2,3,4,0.1690140814,0.0281690136,0.0422535203,0.0563380271
360,"Brighton Reservation, FL",CREEK . .,180,FL,2000,15709,1,1,4,7,3,1,19860.1666666667,3.0166666667,5.9427995682,4.0811343193,59.2125977632,-5.3801193237,0,4.9967507951,Eastern,13.6439847946,58.2677192688,0.0590271056,0.0007681758,0,0,84,,,,,,,,
400,"Burns Paiute Colony and Off-Reservation Trust Land, OR",WADATKUHT,568,OR,2000,7189,1,0,0,2,2,1,16159,6,4.9487600327,5.0545930862,156.7407374036,-2.4660966396,1,3.8918549509,Northwest,11.8117074966,58.8652496338,0.8476570249,0.3113170266,0,0,14,0,0,0,0,0,0,0,0
440,"Yerington Colony, NV",KUYUIDOKA,569,NV,2000,8376.4625,1,0,0,2,2,1,22915.5,4.05,5.7868971825,3.8886890411,48.8468083747,-2.068707943,0,1.8985863756,Western,11.9075632095,61.6564407349,4.6445131302,10.206902504,1298919.125,0,6,0,0,0,0,0,0,0,0
450,"Campo Reservation, CA",DIEGUENO.,339,CA,2000,5719,0,0,0,2,3,1,22926,3.6,5.5529594421,4.0512161255,57.4673020174,-0.8415192366,0,4.2084977904,Pacific,13.7869672775,54.6511650085,0,0,150192.203125,23443.0234375,7,0,0,1,1,0,0,0.1428571492,0.1428571492
510,"Carson Colony, NV",WASHO . .,340,NV,2000,9230,1,0,0,2,2,1,22938.6,3.56,5.556828022,1.0410194397,2.8321027011,0.1855138987,0,-0.3135416816,Western,10.7174282074,64.8648605347,0,1.5037294626,363154.25,0,44,3,1,3,3,0.0681818202,0.0227272734,0.0681818202,0.0681818202
525,"Catawba Reservation, SC",CATAWBA .,662,SC,2000,10525,1,1,8,5,3,1,20170.2,3.82,5.8805332184,2.5636813641,12.9835265321,-1.9933298826,0,1.0848811422,Eastern,11.7196340561,63.9664840698,0.5580903292,0.0070358389,38147.94140625,0,1223,,,,,,,,
540,"Cattaraugus Reservation, NY",IROQUOIS.,663,NY,2000,12318,1,1,4,7,3,1,17718.6666666667,4.3333333333,7.5683794022,3.2265770435,25.193273733,-1.8961651325,1,4.490087473,Eastern,12.6056118011,66.735534668,0,0,0,0,341,3,4,14,37,0.008797654,0.0117302053,0.0410557203,0.1085043997
575,"Chehalis Reservation, WA",TWANA . .,71,WA,2000,8039,1,0,0,3,3,2,18404.5,4.425,5.9215784073,3.0823614597,21.8098447029,-2.0134651661,1,2.9011244856,Northwest,10.6413660049,58.7131385803,0,0,10525.01171875,0,209,0,2,5,3,0,0.0095693776,0.0239234455,0.0143540669
585,"Chemehuevi Reservation, CA",CHEMEHUEV,596,CA,2000,12622,0,0,1,2,2,1,16186.6666666667,4.0333333333,5.0562458038,1.8536105156,6.3828232528,-1.2395067215,1,4.8255712717,Western,11.9547586441,66.8789825439,6.5308251381,2.0447282791,397186.3125,92755.4296875,126,1,2,12,9,0.0079365084,0.0158730168,0.095238097,0.0714285746
605,"Cheyenne River Reservation and Off-Reservation Trust Land, SD",SANTEE. .,627,SD,2000,6609,1,0,1,2,2,1,16379,2.7384615385,8.7152242661,4.6525087357,104.8476910511,-2.0886852741,1,9.3452630886,Great Plains,12.0495634079,59.6226387024,3.8525002003,0.084091045,510639.90625,10938.037109375,878,14,9,54,61,0.0159453303,0.0102505693,0.0615034178,0.0694760829
635,"Chitimacha Reservation, LA",CHITIMACH,1224,LA,2000,21675,1,1,4,0,3,0,13721,5,5.5797300339,3.4242162704,30.6985760397,-5.0478024483,1,0.0376993721,Eastern,11.504240036,68.3018875122,0,0,0,0,1,0,0,0,0,0,0,0,0
680,"Cochiti Pueblo, NM",ACOMA . .,438,NM,2000,9671,0,0,8,8,3,1,25804.6666666667,2.8,6.6093492508,3.5627746582,35.2608984797,-1.0178304911,0,5.3594437151,Southwest,10.873793602,69.1374664307,0,0,0,0,103,1,0,6,7,0.009708738,0,0.0582524277,0.0679611638
695,"Cocopah Reservation, AZ",COCOPA. .,443,AZ,2000,5479,1,0,4,5,3,1,14020.5,5.95,6.2822666168,2.6586742401,14.2773482104,-3.4368991852,1,3.2607372204,Western,10.8610105515,71.5887832642,2.8094270229,1.9329437017,454230.53125,83837.0234375,3,1,0,0,0,0.3333333433,0,0,0
705,"Coeur d'Alene Reservation, ID",COEURD'AL,556,ID,2000,10023,1,1,0,2,3,2,17117,5.5,7.1016759872,3.7238955498,41.4254551167,-0.6416084766,1,7.2379300004,Northwest,11.1493330002,65.0741348267,0,0,0,0,38,0,1,0,3,0,0.0263157897,0,0.0789473653
720,"Cold Springs Rancheria, CA",MOACHE. .,602,CA,2000,6107,1,0,0,2,2,1,15088.5,7.1,5.2364420891,3.5816268921,35.9319507273,-0.568195641,0,-0.8838927344,Pacific,10.8806476593,50,7.3115625381,0,682853.875,0,369,,,,,,,,
735,"Colorado River Reservation, AZ--CA",MOHAVE. .,445,AZ--CA,2000,9459,1,1,4,5,3,1,16812.25,4.125,7.7424020767,3.7465252876,42.3735898651,-1.729829669,1,7.0352545224,Western,11.6492395401,68.055557251,0,0,403336.71875,82353.5234375,7,0,0,2,2,0,0,0.2857142985,0.2857142985
815,Cow Creek,TOLOWA. .,271,OR,2000,9913,0,0,0,3,2,2,16581,4.3,6.4167323112,3.1380107403,23.0579529495,-1.1931877136,1,0.9373827741,Northwest,10.4004087448,64,4.2173657417,0,94186.84375,0,0,0,0,0,0,0,0,0,0
845,"Crow Reservation and Off-Reservation Trust Land, MT",CROW. . .,178,MT,2000,7942,1,1,0,2,2,1,16737.3333333333,3.5333333333,8.5550670624,4.2987442017,73.6072997101,-0.9956864715,1,9.142150471,Rocky Mountain,12.0617227554,63.2582321167,0.2526194155,2.7648580074,14739.765625,49401.5078125,150,4,1,10,7,0.0266666673,0.0066666668,0.0666666701,0.0466666669
855,"Crow Creek Reservation, SD",SANTEE. .,627,SD,2000,4043,1,0,1,2,2,1,17381.7142857143,2.4857142857,7.5261788368,4.3138346672,74.7264914538,-1.9112128019,1,7.0858374137,Great Plains,12.8040618896,60.8836250305,0,0,0,0,42,1,0,0,8,0.0238095243,0,0,0.190476194
940,"Dresslerville Colony, NV",WASHO . .,340,NV,2000,8232,1,0,0,2,2,1,24555.5,3.925,5.6629605293,3.1852631569,24.1736490312,-1.5951519012,0,1.1318572028,Western,10.8339185715,63.194442749,0,1.5037294626,522177.09375,54336.640625,44,3,1,3,3,0.0681818202,0.0227272734,0.0681818202,0.0681818202
965,"Duck Valley Reservation, NV--ID",ELKOSHOSH,584,NV--ID,2000,10122,1,0,0,2,2,1,15943.5,4.1,6.8522424698,4.8912978172,133.1262355078,-0.9004473686,0,7.0674375412,Western,12.4499139786,71.2473602295,2.9064264297,3.7567443848,167698.140625,11506.2373046875,23,1,0,2,1,0.0434782617,0,0.0869565234,0.0434782617
990,"Eastern Cherokee Reservation, NC",CHEROKEE.,278,NC,2000,12008,1,1,5,7,3,1,16953.1428571429,3.4357142857,8.6711149216,3.9070067406,49.7498147794,-0.1378873885,1,5.3657981701,Eastern,11.8624744415,71.296295166,0.1934957802,0.0020962241,1236.9006347656,0,112,3,5,4,6,0.0267857146,0.0446428582,0.0357142873,0.0535714291
1005,"Elko Colony, NV",ELKOSHOSH,584,NV,2000,11435,0,0,0,2,2,1,18482,4,6.4583382607,0.7210898995,2.0566735571,-1.4687380791,0,-0.247166445,Western,11.2872781754,67.5548629761,4.3576431274,2.8598191738,205017.109375,0,0,0,0,0,0,0,0,0,0
1070,"Fallon Paiute-Shoshone Reservation and Off-Reservation Trust Land, NV",TOEDOKADO,570,NV,2000,10704.14286,0,0,0,2,2,1,19264,3.6,6.4614682198,4.4356045723,84.4031372649,-2.6318888664,0,-0.8419596568,Western,10.8212327957,66.25,0,0,0,1018704.625,0,0,0,0,0,0,0,0,0
1100,"Flandreau Reservation, SD",SANTEE. .,627,SD,2000,12032,1,0,1,2,2,1,17459.8,2.36,5.7589015961,3.4787921906,32.4205405835,-2.4641406536,1,2.3432140147,Great Plains,12.4136857986,67.1924285889,0,0,0,0,1,0,0,1,0,0,0,,0
1125,"Fond du Lac Reservation and Off-Reservation Trust Land, MN--WI",CHIPPEWA.,499,MN--WI,2000,12649,0,0,2,2,3,1,17654,4.1125,7.1404528618,2.5319116116,12.5775265156,-2.7981767654,1,6.020617773,Midwest,12.0297679901,64.1838378906,0,0.0077178711,0,0,104,3,1,8,7,0.028846154,0.009615385,0.0769230798,0.0673076957
1135,"Forest County Potawatomi Community and Off-Reservation Trust Land, WI",POTAWATOM,660,WI,2000,22315,0,1,3,3,3,1,20416.4,3.39,6.0776424408,4.4919519424,89.2955757019,-2.2146873474,1,3.926986805,Midwest,12.8948488235,58.486240387,0,0,0,0,44,0,0,2,0,0,0,0.0454545468,0
1140,"Fort Apache Reservation, AZ",W.APACHE.,441,AZ,2000,5724,1,0,3,3,3,1,13667,5.9,9.3585014343,4.7391476631,114.3367067445,-0.6474119425,1,8.8265524256,Western,11.263338089,60.2052268982,0,0,1809.7976074219,8123.7255859375,53,0,0,6,1,0,0,0.1132075489,0.0188679248
1170,"Fort Bidwell Reservation, CA",KIDUTOKAD,566,CA,2000,8066,1,0,0,2,2,1,19232.6666666667,5,4.7004804611,4.9214305878,137.1987477095,0.503257513,0,2.5757871717,Pacific,11.8548374176,70,3.7737584114,5.0884399414,0,0,8,0,0,0,2,0,0,0,0.25
1185,"Fort Hall Reservation and Off-Reservation Trust Land, ID",BANNOCK .,605,ID,2000,8978,1,1,0,2,2,1,15475.6666666667,3.4,8.1911859512,2.5077507496,12.2772842943,-0.8093124032,1,7.7035988608,Northwest,12.1468334198,64.6716537476,1.5829708576,2.816390276,0,0,339,1,0,16,4,0.0029498525,0,0.0471976399,0.01179941
1210,"Fort McDermitt Reservation, NV--OR",KIDUTOKAD,566,NV--OR,2000,6255,1,0,0,2,2,1,16717,5.65,5.7493929863,5.2890973091,198.1644633925,-0.9330285192,0,4.9507233153,Western,12.6578502655,68.4713363647,2.6489191055,3.9158966541,352596.1875,249067.609375,1,0,0,0,0,0,0,0,0
1220,"Fort McDowell Reservation, AZ",YAVAPAI .,608,AZ,2000,17635,1,0,0,2,2,1,19138,3.45,6.6174030304,1.7709946632,5.8766957885,-2.004242897,1,4.613638864,Western,11.7938556671,59.625667572,2.0129666328,3.1586866379,12933.5947265625,87083.4765625,16,0,0,2,3,0,0,0.125,0.1875
1235,"Fort Mojave Reservation and Off-Reservation Trust Land, AZ--CA--NV",MOHAVE. .,445,AZ--CA--NV,2000,9507,1,1,4,5,3,1,18476.3333333333,4.2666666667,6.26720047,3.1553874016,23.4621245952,-2.0234827995,1,4.9240893122,Western,10.6845550537,59.0132827759,0,0,361329.03125,84381.625,4,0,0,2,0,0,0,0.5,0
1250,"Fort Peck Reservation and Off-Reservation Trust Land, MT",SANTEE. .,627,MT,2000,6970,1,0,1,2,2,1,15572.8333333333,2.45,8.7436914444,4.9824810028,145.8357520981,-2.1228206158,1,9.0539691965,Rocky Mountain,13.4775257111,60.8515396118,1.3622708321,0.0297351778,0,10897.3564453125,102,0,0,5,8,0,0,0.0490196086,0.0784313753
1280,"Fort Yuma Reservation, CA--AZ",YUMA. . .,446,CA--AZ,2000,8858,1,0,5,7,2,1,14020.5,5.95,7.1731915474,1.9278258085,6.8745473991,-2.1095144749,1,5.2042575034,Western,10.7523679733,61.5030632019,2.8094270229,1.9329437017,454230.53125,83837.0234375,6,0,0,2,1,0,0,0.3333333433,0.1666666716
1310,"Gila River Reservation, AZ",PAPAGO. .,184,AZ,2000,5746,1,0,5,3,3,1,19138,3.45,9.2415485382,2.9298689365,18.7251761494,-1.2937198877,1,7.3228101628,Western,11.7139148712,61.0836486816,0,3.0247340202,12933.5947265625,87083.4765625,26,1,0,0,2,0.0384615399,0,0,0.0769230798
1355,"Grand Portage Reservation and Off-Reservation Trust Land, MN",CHIPPEWA.,499,MN,2000,14863,0,0,2,2,3,1,21775,4.1,5.7104268074,5.3972125053,220.7901063807,-1.0664969683,1,5.2774677544,Midwest,12.4197473526,72.1854324341,0,0.0077178711,0,0,10,1,0,1,1,0.1000000015,0,0.1000000015,0.1000000015
1395,"Grindstone Rancheria, CA",NOMLAKI .,72,CA,2000,5358,0,0,0,7,2,2,14931,5.4,5.0172796249,4.0633401871,58.1682798891,-1.3596735001,0,-1.1245885688,Pacific,11.3092222214,58.2781448364,0,0.325512439,0,0,0,0,0,0,0,0,0,0,0
1410,"Hannahville Community and Off-Reservation Trust Land, MI",POTAWATOM,660,MI,2000,9788,1,1,3,3,3,1,17788,3.9,5.7462034225,3.2418248653,25.5803598924,-2.8509290218,1,3.1005537822,Midwest,12.7726049423,62.6198043823,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,"Havasupai Reservation, AZ",WALAPAI .,607,AZ,2000,7038,1,0,0,2,3,1,16963.5,4.25,6.0161571503,4.914308548,136.2250841196,-0.2086966634,0,6.5714432346,Western,11.217716217,57.8048782349,0,0,2848.5805664063,63932.8046875,9,0,0,2,2,0,0,0.2222222239,0.2222222239
1450,"Ho-Chunk Reservation and Off-Reservation Trust Land, WI--MN",WINNEBAGO,78,WI--MN,2000,9969,1,1,3,3,3,1,18445.2608695652,3.2086956522,6.5596151352,3.8857178688,48.7018914822,-2.5626835823,1,2.9246697043,Midwest,12.2021894455,60.9065170288,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,"Hollywood Reservation, FL",CREEK . .,180,FL,2000,12737,1,1,4,7,3,1,20833.5,4.15,6.2422232628,1.1260342598,3.0834042414,-4.6051702499,0,0.743463489,Eastern,13.7648458481,59.3385238647,0.0590271056,0.0007681758,0,0,113,,,,,,,,
1490,"Hoopa Valley Reservation, CA",HUPA. . .,518,CA,2000,9757,0,0,0,7,3,2,16553.5,5.575,7.6870803833,3.7619626522,43.0328015747,0.3075795174,1,5.9052658004,Pacific,10.0209350586,62.9357833862,5.8536124229,0.4934193492,612215,19111.73828125,13,0,0,2,3,0,0,0.1538461596,0.2307692319
1505,"Hopi Reservation and Off-Reservation Trust Land, AZ",HOPI. . .,442,AZ,2000,7803,1,0,8,7,3,1,12578,7.0333333333,8.774930954,4.809431076,122.6618124194,-1.4802051783,0,8.7890580423,Western,10.862780571,65.8268890381,0,0,0,0,250,2,1,47,35,0.0080000004,0.0040000002,0.1879999936,0.1400000006
1545,"Hualapai Reservation and Off-Reservation Trust Land, AZ",WALAPAI .,607,AZ,2000,7793,1,0,0,2,3,1,18859.75,3.85,7.1236729622,4.5688114166,96.4294272175,-0.1969366372,0,8.3322516965,Western,11.3502368927,63.174861908,0,5.0882883072,7579.6225585938,85057.546875,16,1,0,3,0,0.0625,0,0.1875,0
1575,"Indian Township Reservation, ME",MICMAC. .,504,ME,2000,10690,1,1,0,2,2,1,14119,4.8,6.3153581619,4.6559858322,105.2128911468,-3.0803353786,0,4.7227390331,Eastern,11.2642850876,64.014465332,0,0.0520653203,0,4511.6606445313,5,0,0,2,1,0,0,0.400000006,0.200000003
1610,"Isabella Reservation and Off-Reservation Trust Land, MI",CHIPPEWA.,499,MI,2000,17436,0,0,2,2,3,1,17469.1111111111,4.2222222222,7.2232956886,2.1368362904,8.472590367,-3.2266206741,1,6.337262649,Midwest,13.3315858841,64.7702407837,0,0.0077178711,0,0,6,0,0,0,0,0,0,0,0
1625,"Isleta Pueblo, NM",ISLETA. .,434,NM,2000,11947,0,0,8,7,2,1,16999.2,4.06,7.8758792877,2.40604949,11.0900630869,-1.2162817717,1,6.7543560867,Southwest,10.5944757462,70.6798324585,0,0,0,0,144,0,1,9,21,0,0.0069444445,0.0625,0.1458333284
1655,Jamestown S'Klallam,KLALLAM .,478,WA,2000,28813,0,0,0,2,3,4,20864,3.75,5.908082962,3.5163984299,33.6629703267,3.0404200554,1,-1.5581113089,Northwest,10.8228654861,64,0,0,0,0,92,2,0,10,1,0.0217391308,0,0.1086956486,0.0108695654
1685,"Jemez Pueblo, NM",JEMEZ . .,387,NM,2000,7938,0,0,7,7,3,1,26910,2.65,7.5621614456,3.9392895699,51.3820849488,-0.4607416689,0,5.8912357661,Southwest,10.0050182343,68.6590423584,0,0,0,0,125,0,2,5,11,0,0.0160000008,0.0399999991,0.0879999995
1700,"Jicarilla Apache Reservation, NM",W.APACHE.,441,NM,2000,8791,1,0,3,3,3,1,15408.4,4.86,7.7960581779,4.6524553299,104.8420917298,-1.1273989677,0,8.1722889623,Southwest,12.5501880646,63.800907135,0,0,0,0,17,0,1,1,3,0,0.0588235296,0.0588235296,0.1764705926
1735,"Kalispel Reservation, WA",KALISPEL.,555,WA,2000,6822,1,0,0,2,3,1,16953,5.3,5.1532917023,4.3143491745,74.7649486711,-1.0311927795,0,2.9520522688,Northwest,11.1907444,57.2254371643,0,0,0,0,3,1,0,0,0,0.3333333433,0,0,0
1750,"Karuk Reservation and Off-Reservation Trust Land, CA",KAROK . .,517,CA,2000,4938,1,0,0,7,3,2,16553.5,5.575,5.1298985481,4.3688015938,78.9489620574,-0.3382913768,0,1.0663712707,Pacific,10.7777242661,59.7633132935,27.7314548492,0,612215,19111.73828125,0,0,0,0,0,0,0,0,0
1770,"Kickapoo (KS) Reservation, KS",FOX . . .,383,KS,2000,8433,1,1,4,2,3,1,16682.7142857143,3,6.586171627,3.7742798328,43.566122125,-2.4486062527,0,6.4202166779,Southern Plains,13.3857307434,58.3448295593,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,"Lac Courte Oreilles Reservation and Off-Reservation Trust Land, WI",CHIPPEWA.,499,WI,2000,9119,0,0,2,2,3,1,17243.25,3.9,7.5801892281,4.6570572853,105.325682239,-2.2007126808,1,5.7741305593,Midwest,11.9326686859,62.7871322632,0,0.0077178711,0,0,2916,37,34,74,187,0.0126886144,0.0116598075,0.0253772289,0.0641289428
1825,"Lac du Flambeau Reservation, WI",CHIPPEWA.,499,WI,2000,10741,0,0,2,2,3,1,18328.75,3.95,7.3517999649,4.5069308281,90.6431916152,-3.6064801216,1,5.8585576978,Midwest,12.1299381256,62.924949646,0,0.0077178711,0,0,21,0,0,3,0,0,0,0.1428571492,0
1830,"Lac Vieux Desert Reservation, MI",CHIPPEWA.,499,MI,2000,7843,0,0,2,2,3,1,16836.4,4.52,4.905274868,4.832118988,125.4765624867,-3.5045044422,1,0.283323505,Midwest,12.2763547897,65.9259262085,0,0.0077178711,0,4956.9921875,0,0,0,0,0,0,0,0,0
1840,"Laguna Pueblo and Off-Reservation Trust Land, NM",ACOMA . .,439,NM,2000,8615,0,0,1,2,3,1,14727.2857142857,5.1714285714,8.2074022293,4.10806036,60.8286174485,-1.2000654936,0,7.6081553429,Southwest,10.9807214737,70.4471130371,0,0,0,0,253,,,,,,,,
1850,"La Jolla Reservation, CA",LUISENO .,548,CA,2000,13156,0,0,0,2,2,1,20807.5,4,5.6767539978,3.2632734776,26.134949439,0.4318188429,0,3.5566819885,Pacific,10.973944664,72.9452056885,0,0,330985.625,25831.24609375,19,0,0,1,2,0,0,0.0526315793,0.1052631587
1860,"Lake Traverse Reservation, SD--ND",SANTEE. .,627,SD--ND,2000,7786,1,0,1,2,2,1,16759.1,2.54,8.1400241852,4.4184508324,82.9676549434,-2.4356477261,1,8.2706132617,Great Plains,12.5942802429,60.4841041565,0,0,0,0,22,1,0,5,0,0.0454545468,0,0.227272734,0
1880,"L'Anse Reservation and Off-Reservation Trust Land, MI",CHIPPEWA.,499,MI,2000,12048,0,0,2,2,3,1,16804.5,4.25,6.7487597466,4.4028320313,81.6818670132,-1.4061877728,1,5.6526891247,Midwest,12.483382225,68.4642410278,0,0.0077178711,0,0,2,0,0,0,0,0,0,0,0
1925,"Laytonville Rancheria, CA",HUPA. . .,518,CA,2000,8048,1,0,0,7,3,2,19443,4.5,5.2729997635,4.1481704712,63.3180520648,-1.5249778032,1,-0.2378285669,Pacific,9.9335365295,65.1282043457,5.8536124229,0.4934193492,0,0,5,1,0,0,1,0.200000003,0,0,0.200000003
1940,"Leech Lake Reservation and Off-Reservation Trust Land, MN",CHIPPEWA.,499,MN,2000,8180,1,0,2,2,3,1,17809.8333333333,3.95,8.402007103,3.8942430019,49.1188564063,-3.20058465,1,8.1293408114,Midwest,12.0345335007,61.2208251953,0,0,0,0,223,37,17,13,18,0.165919289,0.0762331858,0.0582959652,0.0807174891
1960,Little River,OTTAWA. .,503,GA,2000,17467,1,1,3,3,3,1,17458.5,4.1,6.7393364906,4.2879166603,72.8146127981,-2.2432308197,1,-0.3429535158,Midwest,11.6586809158,64,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,Little Traverse Bay,OTTAWA. .,503,MI,2000,19062,1,1,3,3,3,1,20600,4.35,7.2384967804,4.4198389053,83.0829000682,-1.5249778032,1,-4.4854315909,Midwest,11.2402362823,64,0,0,0,0,34,0,0,0,3,0,0,0,0.0882352963
2030,"Lower Brule Reservation and Off-Reservation Trust Land, SD",SANTEE. .,627,SD,2000,6129,0,0,1,2,2,1,15312.8571428571,3.8142857143,7.0875735283,4.0180006027,55.5898484483,-1.8441913128,1,6.9149118746,Great Plains,12.5422029495,57.8111953735,3.8525002003,0.084091045,0,0,19,0,0,1,2,0,0,0.0526315793,0.1052631587
2040,"Lower Elwha Reservation and Off-Reservation Trust Land, WA",KLALLAM .,478,WA,2000,8082,1,0,0,2,3,4,19517,3.9,5.5451774597,2.2686808109,9.6666402729,-1.2968877554,0,0.7694292279,Northwest,10.3392324448,57.421875,0,0,0,0,1,0,0,0,0,0,0,0,0
2055,"Lower Sioux Reservation, MN",SANTEE. .,627,MN,2000,28584,0,0,1,2,2,1,18736,2.7666666667,5.5721540451,3.8786356449,48.3581922967,-2.0515370369,1,1.937536807,Midwest,12.238032341,63.1178741455,0,0,0,0,9,0,0,1,0,0,0,0.1111111119,0
2070,"Lummi Reservation, WA",LUMMI . .,477,WA,2000,10145,1,0,0,2,3,4,20640.5,4.6,7.6148052216,2.4191446304,11.2362440619,0.9698044062,1,4.5537672632,Northwest,10.0237865448,64.1025695801,0,0,0,0,28,0,0,9,0,0,0,0.3214285672,0
2085,"Makah Reservation, WA",MAKAH . .,507,WA,2000,9835,1,0,0,3,3,4,19517,3.9,6.9810056686,4.5313305855,92.8820664256,0.2793495357,1,4.8038752626,Northwest,10.360833168,65.1486968994,0,0,0,0,27,0,0,2,3,0,0,0.0740740746,0.1111111119
2100,"Manchester-Point Arena Rancheria, CA",S.POMO. .,534,CA,2000,6498,1,0,0,2,3,2,19443,4.5,5.1357984543,3.842621088,46.6475817609,-1.6022694111,0,0.4215803984,Pacific,11.5922641754,71.7647094727,0,0,0,0,2,0,0,0,1,0,0,0,0.5
2130,"Maricopa (Ak Chin) Reservation, AZ",PAPAGO. .,184,AZ,2000,7811,1,0,5,3,3,1,19138,3.45,6.4800443649,3.4022436142,30.0314034008,-2.9111976624,1,4.4492725155,Western,11.1345453262,59.9693222046,0,1.6467883587,12933.5947265625,87083.4765625,0,0,0,0,0,0,0,0,0
2175,"Menominee Reservation and Off-Reservation Trust Land, WI",MENOMINI.,661,WI,2000,8096,1,1,2,3,3,1,19059.8333333333,2.7666666667,7.942006588,4.206430912,67.1165668903,-2.6227622032,0,6.8401568439,Midwest,12.1849298477,59.5449676514,0,0,0,0,52,1,0,4,3,0.0192307699,0,0.0769230798,0.057692308
2190,Mesa Grande,DIEGUENO.,339,CA,2000,10394,0,0,0,2,3,1,22926,3.6,5.7838253975,3.4579367638,31.7513982508,-0.0660523027,0,1.2721643256,Pacific,13.794839859,64,0,0,150192.203125,23443.0234375,5,0,0,1,1,0,0,0.200000003,0.200000003
2205,"Mescalero Reservation, NM",W.APACHE.,441,NM,2000,7541,1,0,3,3,3,1,16224.3333333333,3.8,7.954372406,3.8036015034,44.862466214,-0.5320324302,1,7.5295966911,Southwest,12.7128562927,62.8862380981,0.3347440958,0.6949331164,0,0,43,2,0,7,3,0.0465116277,0,0.1627907008,0.0697674453
