geo_id2,geo_name,eatribe,eaid,state,year,pcinc,LOGPCINC,LNPCINC,FC,HC,ea_v5,ea_v30,ea_v32,ea_v66,pcinc_co,unempl_co,logpop,logpopsq,logdist,DIST,logruggedness,casino,logresarea_sqkm,BIA_reg,removal,popadultshare,instrument_gold,intrument_silver,wgold_enviro,wsilver_enviro,count_1_all,count_5_governance,count_5_notgovernance,count_7_governance,count_7_notgovernance,share_5_governance,share_5_notgovernance,share_7_governance,share_7_notgovernance
2445,"Nez Perce Reservation, ID",NEZPERCE.,562,ID,2000,10369,4.015736874,9.246575865,1,1,0,2,3,2,15922,5.26,7.643482685,58.42282756,3.883329868,7644.161753,-0.583042264,1,8.045373539,Northwest,11.56516743,66.60277557,1.089992762,0,16883.83789,0,46,0,1,3,2,0,0.021739131,0.065217391,0.043478262
2460,"Nisqually Reservation, WA",PUYALLUP.,479,WA,2000,11072,4.044226077,9.312174678,1,0,0,3,3,2,21681.5,4,5.749392986,33.05551971,2.545760155,351.3663399,-1.958580017,1,3.058397336,Northwest,10.290308,68.78981018,0,0,0,0,3,0,0,0,0,0,0,0,0
2475,"Nooksack Reservation and Off-Reservation Trust Land, WA",SQUAMISH.,475,WA,2000,9695,3.986547813,9.179365568,1,0,0,3,3,2,20640.5,4.6,5.852202415,34.24827311,3.002142668,1004.945865,-1.143363833,1,2.395055627,Northwest,10.41631222,65.22988892,0,0,0,0,1,0,0,1,0,0,0,,0
2490,"Northern Cheyenne Reservation and Off-Reservation Trust Land, MT--SD",CHEYENNE.,275,MT--SD,2000,6730,3.828015064,8.814330423,1,1,0,1,3,1,15666.25,4.425,8.280964851,68.57437886,4.437672615,27395.08265,-1.148347139,1,7.512834013,Rocky Mountain,12.61008263,60.23302841,0,0,423322.5625,2266.919189,112,0,2,12,6,0,0.017857144,0.107142858,0.053571429
2550,"Omaha Reservation, NE--IA",OMAHA . .,179,NE--IA,2000,6328,3.80126647,8.752739509,1,1,4,3,3,1,16494.85714,2.142857143,7.705262661,59.37107268,3.780267715,6029.31141,-2.378551483,1,6.68835479,Great Plains,11.17063999,56.1711731,0,0,0,0,18,0,0,1,0,0,0,0.055555556,0
2555,Oneida Nation,IROQUOIS.,663,NY,2000,16929,4.228631305,9.736783407,1,1,4,7,3,1,18810.5,4,9.366745949,87.73592967,1.849133372,70.65344985,-0.316881239,1,-1.547887926,Eastern,11.82146358,64,0,0,0,0,319,2,4,32,37,0.006269592,0.012539185,0.100313477,0.115987457
2560,"Oneida (WI) Reservation and Off-Reservation Trust Land, WI",IROQUOIS.,663,WI,2000,14771,4.169409898,9.600421078,1,1,4,7,3,1,20530.6,2.36,7.998671532,63.97874628,2.37507534,237.1785121,-3.126100779,1,5.580176606,Midwest,13.82916737,66.61067963,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,"Onondaga Reservation, NY",IROQUOIS.,663,NY,2000,14925,4.17391434,9.610792938,1,1,4,7,3,1,18653.66667,4.066666667,6.610695839,43.70129948,2.492101669,310.5286458,-0.597023785,0,3.181073527,Eastern,11.87239742,52.48990631,0,0,0,0,25,2,0,5,7,0.079999998,0,0.200000003,0.280000001
2625,"Paiute (UT) Reservation, UT",SHIVWITS.,594,UT,2000,5594,3.747722462,8.629449874,1,0,1,2,2,1,14607.875,3.0875,5.509388447,30.35336106,3.215315104,1641.780539,-0.358878195,0,4.881499107,Western,11.89285469,55.06072617,0,7.184851646,2651.468262,245238.6406,0,0,0,0,0,0,0,0,0
2635,"Pala Reservation, CA",LUISENO .,548,CA,2000,11991,4.078855403,9.391911647,1,0,0,2,2,1,20807.5,4,6.566672325,43.12118542,2.876703739,752.8418256,-0.014759589,0,3.960445511,Pacific,10.79355621,64.69760895,0,0,330985.625,25831.24609,14,0,0,3,2,0,0,0.214285716,0.142857149
2745,"Pechanga Reservation, CA",LUISENO .,548,CA,2000,13717,4.137259139,9.526391218,0,0,0,2,2,1,20807.5,4,6.120297432,37.45804066,2.268100023,185.3958563,-0.338908553,1,2.892959328,Pacific,10.71981049,52.9670372,0,0,330985.625,25831.24609,9,0,0,1,2,0,0,0.111111112,0.222222224
2760,"Penobscot Reservation and Off-Reservation Trust Land, ME",MICMAC. .,504,ME,2000,13335,4.12499302,9.498147437,1,1,0,2,2,1,16168.875,4,6.028278351,36.34013988,4.385148048,24274.37453,-1.338439226,0,5.788964705,Eastern,11.79767132,73.97590637,0.004357456,0.011623757,0,891.1110229,1,0,1,0,0,0,,0,0
2785,"Picuris Pueblo, NM",ISLETA. .,434,NM,2000,7420,3.870403905,8.911934336,0,0,8,7,2,1,16575,5.025,5.147494316,26.49669773,4.111302853,12921.20012,-0.402681231,0,4.260629876,Southwest,10.08450317,72.67441559,0,0,0,0,60,0,3,5,11,0,0.050000001,0.083333336,0.183333337
2810,"Pine Ridge Reservation and Off-Reservation Trust Land, SD--NE",SANTEE. .,627,SD--NE,2000,5619,3.749659032,8.633908991,1,0,1,2,2,1,14514.9,4.04,9.564863205,91.48660813,4.718955517,52354.68089,-1.969482064,1,9.10427609,Great Plains,11.96393204,58.21817017,3.8525002,0.084091045,0,8842.992188,1312,24,22,54,91,0.018292682,0.016768293,0.041158538,0.069359757
2835,Pit River,ACHOMAWI.,525,CA,2000,9625,3.983400738,9.172119159,1,0,0,2,3,2,17738,5,7.457609177,55.61593464,4.164507866,14605.21202,-1.117677808,1,0.0838591,Pacific,12.49563122,64,0,0,0,0,0,0,0,0,0,0,0,0,0
2850,"Pleasant Point Reservation, ME",MICMAC. .,504,ME,2000,8599,3.934447949,9.059401196,1,1,0,2,2,1,14119,4.8,6.226536751,38.76975991,4.921323299,83430.20283,-2.709850311,0,0.186041153,Eastern,11.54876518,72.33201599,0,0.05206532,0,4511.660645,2,0,0,0,0,0,0,0,0
2865,"Poarch Creek Reservation and Off-Reservation Trust Land, AL--FL",CREEK . .,180,AL--FL,2000,8294,3.918764031,9.023287641,1,1,4,7,3,1,16332.44444,4.133333333,4.727387905,22.3481964,4.378821373,23923.31579,-2.834923506,1,0.480820137,Eastern,13.04421425,65.48672485,0.059027106,0.000768176,0,0,0,0,0,0,0,0,0,0,0
2880,"Pojoaque Pueblo, NM",TEWA. . .,435,NM,2000,10911,4.037864556,9.297526734,0,0,9,7,2,1,24167.66667,3.1,5.676753998,32.22553595,3.196368694,1571.69653,-2.085248947,1,4.003595017,Southwest,10.52548122,61.64383316,0,0,0,0,60,1,0,7,10,0.016666668,0,0.116666667,0.166666672
2910,"Port Gamble Reservation, WA",KLALLAM .,478,WA,2000,8539,3.931407014,9.052399184,1,0,0,2,3,4,23787.6,3.34,6.133398056,37.61857171,2.68060708,479.2996153,2.54120183,1,1.580017847,Northwest,11.32276917,60.73752594,0,0,0,0,1,0,0,0,0,0,0,0,0
2925,"Port Madison Reservation, WA",SQUAMISH.,475,WA,2000,13613,4.133953845,9.518780498,0,0,0,3,3,2,23787.6,3.34,6.220590115,38.69574138,2.749449968,561.6295737,1.698550105,1,3.407088516,Northwest,10.95218563,69.58250427,0,0,0,0,2,0,0,0,0,0,0,0,0
2980,"Prairie Band Potawatomi Reservation, KS",POTAWATOM,660,KS,2000,12578,4.09961159,9.439704535,0,1,3,3,3,1,18100,2.342857143,6.182085037,38.2181754,3.572064161,3733.053047,-2.311316967,1,5.751792732,Southern Plains,13.85752964,65.0826416,0,0,0,0,2,,,,,,,,
2985,"Prairie Island Indian Community and Off-Reservation Trust Land, MN",SANTEE. .,627,MN,2000,28659,4.457261032,10.26322281,0,0,1,2,2,1,24315.5,2.45,5.241746902,27.47591058,2.735481739,543.8532636,-2.910721302,1,1.514443173,Midwest,12.72847176,65.07936859,0,0,0,0,25,0,0,3,2,0,0,0.119999997,0.079999998
3000,"Puyallup Reservation and Off-Reservation Trust Land, WA",PUYALLUP.,479,WA,2000,12439,4.094785468,9.428591977,1,0,0,3,3,2,24262,3.566666667,7.234177113,52.3333185,1.744289041,55.49949617,0.162583679,1,4.328555856,Northwest,10.81783676,64.06926727,0,0,0,0,15,0,0,1,2,0,0,0.06666667,0.13333334
3010,"Pyramid Lake Reservation, NV",KUYUIDOKA,569,NV,2000,10878,4.036549054,9.29449768,0,0,0,2,2,1,19510.66667,3.716666667,7.088408947,50.2455414,4.159040928,14422.51263,-0.218825296,0,7.539794765,Western,11.80664539,65.44239807,0,0,144801.8125,613712.375,2,0,0,0,0,0,0,0,0
3030,"Quileute Reservation, WA",QUILEUTE.,480,WA,2000,9104,3.959232249,9.116469156,1,0,0,7,3,4,20864,3.75,5.710426807,32.60897432,4.531565666,34006.79209,-1.608988404,0,1.40349295,Northwest,10.4790411,64.90065765,0,0,0,0,3,0,0,0,0,0,0,0,0
3085,"Red Cliff Reservation and Off-Reservation Trust Land, WI",CHIPPEWA.,499,WI,2000,8587,3.933841463,9.058004711,0,0,2,2,3,1,16407,5.3,6.811244488,46.39305148,4.582036972,38197.67876,-1.410216451,1,4.081754823,Midwest,11.98892403,63.10572815,0,0.007717871,0,0,11,0,0,0,0,0,0,0,0
3100,"Red Lake Reservation, MN",CHIPPEWA.,499,MN,2000,7876,3.896305707,8.97157544,1,0,2,2,3,1,16744.55556,4.455555556,8.497602463,72.20924762,4.347146988,22240.62502,-3.716922998,1,8.089500148,Midwest,12.77789879,57.18947601,0,0.007717871,0,0,118,6,3,8,3,0.050847456,0.025423728,0.06779661,0.025423728
3130,"Reno-Sparks Colony, NV",WASHO . .,340,NV,2000,11465,4.059374059,9.347054195,1,0,0,2,2,1,22685.25,3.8,6.705638885,44.96559286,2.87552309,750.7979711,-1.006064177,0,2.147440763,Western,15.07732868,71.35862732,2.669948578,8.140219688,0,0,0,0,0,0,0,0,0,0,0
3165,"Rincon Reservation, CA",LUISENO .,548,CA,2000,14246,4.15369294,9.564231445,0,0,0,2,2,1,20807.5,4,6.030685425,36.3691667,2.99600029,990.8326063,-0.312972307,1,2.761743773,Pacific,10.92419338,70.67308044,0,0,330985.625,25831.24609,18,0,0,3,1,0,0,0.166666672,0.055555556
3205,"Rocky Boy's Reservation and Off-Reservation Trust Land, MT",CHIPPEWA.,499,MT,2000,6951,3.842047289,8.846640813,1,0,2,2,3,1,13962.33333,5.6,7.837554455,61.42725984,4.94203949,87506.33398,-0.790661156,1,6.09675392,Rocky Mountain,14.16280651,57.65588379,0,0.007717871,0,52066.46094,27,0,0,3,1,0,0,0.111111112,0.037037037
3235,"Rosebud Reservation and Off-Reservation Trust Land, SD",SANTEE. .,627,SD,2000,5613,3.749195042,8.632840615,1,0,1,2,2,1,13804,3.314285714,9.069582939,82.25733469,4.806215763,64005.2743,-2.18162632,1,8.539819074,Great Plains,12.27938175,57.93714523,3.8525002,0.084091045,0,0,307,6,2,23,21,0.019543974,0.006514658,0.074918568,0.068403907
3280,"Sac and Fox/Meskwaki Reservation and Off-Reservation Trust Land, IA",FOX . . .,383,IA,2000,7795,3.89181612,8.961237781,1,1,4,2,3,1,18631,2.7,6.428105354,41.32053844,3.150061131,1412.736385,-2.001208305,1,2.824594289,Midwest,12.95399666,62.35864258,0,0,0,0,0,0,0,0,0,0,0,0,0
3305,"St. Croix Reservation and Off-Reservation Trust Land, WI",CHIPPEWA.,499,WI,2000,10824,4.034387784,9.28952117,0,0,2,2,3,1,17892.66667,3.583333333,6.274762154,39.37264009,4.433725834,27147.24947,-2.964258432,1,2.237854102,Midwest,12.03524017,61.95856857,0,0.007717871,0,0,7,0,0,0,0,0,0,0,0
3320,"St. Regis Mohawk Reservation, NY",IROQUOIS.,663,NY,2000,12016,4.07975992,9.393994374,1,1,4,7,3,1,15808,5.25,7.855932236,61.7156713,2.999512434,998.8779678,-3.607177973,1,3.993791705,Eastern,12.2783165,69.31421661,0,0,0,0,62,0,0,6,6,0,0,0.096774191,0.096774191
3340,"Salt River Reservation, AZ",PAPAGO. .,184,AZ,2000,7680,3.88536122,8.946374826,1,0,5,3,3,1,19138,3.45,8.125926971,66.03068914,2.285673857,193.0518006,-1.788168788,1,5.391669245,Western,11.76301384,62.76249695,0,2.591112614,12933.59473,87083.47656,626,2,5,27,21,0.003194888,0.007987221,0.04313099,0.033546325
3355,"San Carlos Reservation, AZ",W.APACHE.,441,AZ,2000,4970,3.696356389,8.511175119,1,0,3,3,3,1,13749.8,5.76,9.078977585,82.42783399,4.774825573,59542.29539,-0.555882931,1,8.933364005,Western,11.6220932,60.96476364,1.015124321,1.876982927,0,25191.72656,42,1,0,6,0,0.023809524,0,0.142857149,0
3370,"Sandia Pueblo, NM",ISLETA. .,434,NM,2000,10225,4.009663317,9.232590981,0,0,8,7,2,1,19982,3.85,6.226536751,38.76975991,2.369649649,234.2338456,-0.641377568,1,4.619404185,Southwest,10.80356312,68.1818161,0,0,0,0,59,0,0,7,12,0,0,0.118644066,0.203389823
3400,"San Felipe Pueblo, NM",ACOMA . .,440,NM,2000,7615,3.881669908,8.937875265,0,0,2,2,3,1,21186,3.6,7.816820145,61.10267718,3.400716782,2516.035599,-1.238537788,1,5.334056912,Southwest,10.55267048,67.16358185,0,0,0,0,45,0,1,5,8,0,0.022222223,0.111111112,0.177777782
3415,"San Ildefonso Pueblo, NM",TEWA. . .,435,NM,2000,9390,3.972665592,9.147400572,0,0,9,7,2,1,22919.25,3.3,6.298949242,39.67676155,3.359657764,2289.063099,-1.501961946,0,4.735201847,Southwest,10.60811329,64.70588684,0,0,0,0,82,2,1,3,9,0.024390243,0.012195121,0.036585364,0.109756097
3430,"San Juan Pueblo, NM",TEWA. . .,435,NM,2000,11275,4.052116551,9.330343164,0,0,9,7,2,1,22919.25,3.3,7.189922333,51.69498315,3.755020857,5688.802505,-3.517407894,1,4.23688604,Southwest,10.64446163,69.15534973,0,0,0,0,126,0,1,6,21,0,0.007936508,0.047619049,0.166666672
3460,"San Pasqual Reservation, CA",DIEGUENO.,339,CA,2000,7497,3.874887511,8.92225822,0,0,0,2,3,1,22926,3.6,5.805134773,33.69958973,2.662226915,459.4380028,-0.828478754,0,1.7604672,Pacific,13.81019306,66.56626129,0,0,150192.2031,23443.02344,4,0,0,0,0,0,0,0,0
3480,"Santa Ana Pueblo, NM",ACOMA . .,441,NM,2000,9962,3.998346537,9.206533134,0,0,3,3,3,1,19982,3.85,6.228510857,38.7943475,3.142450094,1388.19378,-1.226108193,1,5.567227193,Southwest,10.46896172,66.66667175,0,0,0,0,63,0,2,5,8,0,0.031746034,0.079365082,0.126984134
3495,"Santa Clara Pueblo, NM",TEWA. . .,435,NM,2000,9544,3.979730431,9.163667964,0,0,9,7,2,1,22919.25,3.3,7.180069923,51.5534041,3.700261116,5014.88659,-0.195815802,0,5.296795824,Southwest,10.71754742,72.0487442,0,0,0,0,192,3,1,19,19,0.015625,0.005208333,0.098958336,0.098958336
3520,"Santa Rosa Rancheria, CA",YOKUTS. .,174,CA,2000,14130,4.150142162,9.556055476,0,0,0,2,3,2,15671.5,6.8,6.12249279,37.48491796,2.03518486,108.4388393,-5.473470211,1,0.482729354,Pacific,12.92744446,56.79824448,0,0,503387.375,0,17,0,0,0,2,0,0,0,0.117647059
3550,"Santa Ysabel Reservation, CA",DIEGUENO.,339,CA,2000,14704,4.167435494,9.595874845,0,0,0,2,3,1,22926,3.6,5.420535088,29.38220064,3.610327005,4076.871334,-0.050404232,0,4.105993608,Pacific,13.79304981,72.12389374,0,0,150192.2031,23443.02344,3,0,0,0,1,0,0,0,0.333333343
3565,"Santee Reservation, NE",SANTEE. .,627,NE,2000,7488,3.874365836,8.921057018,1,0,1,2,2,1,15151.2,1.6,6.255750179,39.1344103,3.662395716,4596.166106,-1.791242719,1,6.169354812,Great Plains,12.98193169,58.15739059,0,0,0,0,23,1,0,1,3,0.043478262,0,0.043478262,0.130434781
3585,"Santo Domingo Pueblo, NM",ACOMA . .,442,NM,2000,5620,3.749736316,8.634086943,0,0,8,7,3,1,21384,3.5,8.041090965,64.65914391,3.736040592,5445.535482,-1.491816759,0,5.620725449,Southwest,10.71497917,65.42176819,0,0,0,0,78,0,0,4,11,0,0,0.051282052,0.141025648
3635,"Sault Ste. Marie Reservation and Off-Reservation Trust Land, MI",CHIPPEWA.,499,MI,2000,7229,3.859078225,8.885855993,1,0,2,2,3,1,17967.22222,5.566666667,6.914731026,47.81350516,3.050410271,1123.078907,-2.416467428,1,1.477621553,Midwest,13.24794388,53.82323837,0,0.007717871,0,0,0,0,0,0,0,0,0,0,0
3795,"Siletz Reservation and Off-Reservation Trust Land, OR",TILLAMOOK,482,OR,2000,9804,3.991403303,9.190545745,1,0,0,7,3,4,19947.33333,4,5.056245804,25.56562163,3.731961727,5394.630794,-0.842768908,1,2.712838298,Northwest,11.00482941,61.78343964,3.169421673,0,0,0,5,0,0,1,0,0,0,0.200000003,0
3825,"Skokomish Reservation, WA",TWANA . .,71,WA,2000,8500,3.929418926,9.047821442,1,0,0,3,3,2,18056,4.5,6.249975204,39.06219005,3.646141052,4427.321417,1.064001203,0,3.08304731,Northwest,10.08470058,65.83011627,0,0,0,0,18,1,0,0,0,0.055555556,0,0,0
3870,"Soboba Reservation, CA",LUISENO .,548,CA,2000,20337,4.308286889,9.920197166,0,0,0,2,2,1,18689,4.4,6.082219124,36.99338947,1.914107203,82.05540691,-0.66302973,1,3.159768006,Pacific,10.89772415,61.1872139,0,0,435937.25,27217.62305,5,1,0,1,1,0.200000003,0,0.200000003,0.200000003
3885,"Sokaogon Chippewa Community and Off-Reservation Trust Land, WI",CHIPPEWA.,499,WI,2000,7170,3.855519156,8.877660934,0,0,2,2,3,1,17719,3.9,5.693732262,32.41858707,4.168349743,14734.98652,-2.60010767,1,2.143736633,Midwest,12.416605,60.2693634,0,0.007717871,0,0,54,3,3,6,4,0.055555556,0.055555556,0.111111112,0.074074075
3925,"Southern Ute Reservation, CO",S.UTE . .,74,CO,2000,13043,4.115377494,9.47600687,1,0,0,2,2,1,18341.2,3.9,7.247792721,52.53049933,3.32906723,2133.375141,-0.746299803,1,7.920856662,Southwest,11.80750561,65.33808136,0.817697644,11.04982567,0,250466.0156,34,0,0,9,1,0,0,0.264705896,0.029411765
3930,"South Fork Reservation and Off-Reservation Trust Land, NV",ELKOSHOSH,584,NV,2000,11062,4.043833654,9.311271091,0,0,0,2,2,1,18395.5,3.9,4.787491798,22.92007772,3.529748201,3386.477554,-1.387364388,0,4.231069545,Western,11.29779243,78.33333588,4.357643127,2.859819174,136348.25,96313.95313,2,0,0,2,0,0,0,,0
3935,"Spirit Lake Reservation, ND",SANTEE. .,627,ND,2000,6259,3.796504952,8.741775707,1,0,1,2,2,1,16260.14286,3.385714286,8.094988823,65.52884404,4.736027241,54453.68074,-2.942913055,1,7.307950749,Great Plains,12.78865814,56.04026794,0,0,0,0,8,0,0,0,0,0,0,0,0
3940,"Spokane Reservation, WA",SANPOIL .,176,WA,2000,9724,3.98784495,9.182352335,0,0,0,2,2,1,17008.75,6.275,7.336285591,53.82108627,4.011884212,10277.42255,-0.661223412,1,6.47119842,Northwest,11.05504417,61.17264175,0,0,0,0,35,1,5,0,3,0.028571429,0.142857149,0,0.085714288
3955,"Squaxin Island Reservation and Off-Reservation Trust Land, WA",SQUAMISH.,475,WA,2000,8698,3.939419403,9.070848393,1,0,0,3,3,2,19554.5,4.325,5.783825397,33.45263622,2.831614017,678.6002534,-0.681524336,1,1.948982081,Northwest,11.46388626,59.69230652,0,0,0,0,1,0,0,0,0,0,0,0,0
3970,"Standing Rock Reservation, SD--ND",SANTEE. .,627,SD--ND,2000,6322,3.800854492,8.751790893,1,0,1,2,2,1,14245.9,3.4,8.657476425,74.95189805,4.715941429,51992.58723,-2.194977999,1,9.157592587,Great Plains,12.3843708,60.14253616,2.428142548,0.053000659,0,0,167,4,2,7,14,0.023952097,0.011976048,0.041916169,0.083832338
3980,"Stewart Community, NV",WASHO . .,340,NV,2000,12335,4.091139154,9.420196029,1,0,0,2,2,1,24080.875,3.6875,5.288267136,27.9657693,2.419931173,262.9851182,-0.329668403,0,2.520437802,Western,10.72221565,65.65657043,0,1.503729463,429216.2813,13267.2793,44,3,1,3,3,0.06818182,0.022727273,0.06818182,0.06818182
4015,"Stockbridge-Munsee Community, WI",DELAWARE.,279,WI,2000,14817,4.170760281,9.603530449,0,0,4,3,3,1,16060,4.45,6.598508835,43.54031885,3.990832329,9791.118996,-2.824710846,1,5.207812874,Midwest,14.04003048,70.0272522,0,0,0,0,4,0,0,0,0,0,0,0,0
4060,"Susanville Rancheria, CA",WASHO . .,340,CA,2000,6789,3.831805809,8.823058934,1,0,0,2,2,1,17070,4.6,5.579730034,31.13338725,1.040779948,10.98449128,-0.277541816,1,-0.135200557,Pacific,15.0914259,63.01887131,4.456166744,11.96627331,0,0,3,0,0,0,0,0,0,0,0
4075,"Swinomish Reservation, WA",SQUAMISH.,475,WA,2000,8712,3.940117867,9.072456665,1,0,0,3,3,2,21542.5,3.925,6.41509676,41.15346644,2.632166624,428.7129715,1.081293583,1,3.964396336,Northwest,11.41416454,67.92144012,0,0,0,0,11,1,0,2,1,0.090909094,0,0.181818187,0.090909094
4140,"Taos Pueblo and Off-Reservation Trust Land, NM",ISLETA. .,434,NM,2000,9512,3.978271842,9.160309438,0,0,8,7,2,1,14781,5.175,7.201916218,51.86759721,4.54921484,35417.25024,-0.128123775,1,6.003132192,Southwest,10.3399334,75.85693359,0,0,0,0,349,3,2,21,40,0.008595988,0.005730659,0.060171921,0.114613183
4170,"Tesuque Pueblo and Off-Reservation Trust Land, NM",TEWA. . .,435,NM,2000,12195,4.086181805,9.408781311,0,0,9,7,2,1,19622.2,4.12,6.040254593,36.48467555,2.591906071,390.7563738,-0.981164515,1,4.24726226,Southwest,10.51376057,71.66666412,0,0,0,12977.11426,58,1,3,4,7,0.017241379,0.05172414,0.068965517,0.120689653
4200,"Tohono O'odham Reservation and Off-Reservation Trust Land, AZ",PAPAGO. .,184,AZ,2000,6520,3.814247596,8.782629655,1,0,5,3,3,1,19138,3.45,9.188401222,84.42671702,4.401675701,25215.97128,-1.405953526,1,9.353152665,Western,11.30434227,65.79781342,0,0,12933.59473,87083.47656,39,0,1,4,3,0,0.025641026,0.102564104,0.07692308
4225,"Tonawanda Reservation, NY",IROQUOIS.,663,NY,2000,10689,4.028937077,9.276970454,0,1,4,7,3,1,18355.8,3.78,5.676753998,32.22553595,3.104406834,1271.764897,-2.965297699,0,3.407391158,Eastern,12.39920807,71.57534027,0,0,0,0,7,0,0,1,2,0,0,0.142857149,0.285714298
4235,"Tonto Apache Reservation, AZ",W.APACHE.,441,AZ,2000,8879,3.948364056,9.091444217,1,0,3,3,3,1,17727,4.1,4.927253723,24.27782925,0.121583931,1.323073379,-2.542276621,1,-1.065091156,Western,11.77614689,50.72463608,0.311332375,0.488533348,8747.219727,78528.13281,2,0,0,0,0,0,0,0,0
4255,"Torres-Martinez Reservation, CA",CAHUILLA.,546,CA,2000,13618,4.13411333,9.519147726,0,0,0,2,3,1,18284.66667,4.733333333,5.247024059,27.53126148,3.223526478,1673.117639,-1.158926129,0,4.849464512,Pacific,10.83090115,78.42105103,4.143348217,0,517612.4688,18644.41992,105,0,0,7,15,0,0,0.06666667,0.142857149
4290,"Tulalip Reservation, WA",SQUAMISH.,475,WA,2000,10623,4.026247181,9.270776741,1,0,0,3,3,2,22048.33333,3.6,7.536364079,56.79678353,2.027643681,106.5721385,0.234177902,1,4.903741055,Northwest,10.92650509,60.95999908,0,0,0,0,17,0,0,3,1,0,0,0.176470593,0.05882353
4300,"Tule River Reservation, CA",YOKUTS. .,174,CA,2000,9156,3.961705784,9.122164681,1,0,0,2,3,2,14883,7.15,6.234410763,38.86787756,3.304255247,2014.90812,0.442245662,1,5.388046357,Pacific,11.87591934,58.0392189,10.24210453,0,432219.9063,0,15,0,0,3,1,0,0,0.200000003,0.06666667
4330,"Tuolumne Rancheria and Off-Reservation Trust Land, CA",MIWOK . .,273,CA,2000,9219,3.964683815,9.129021851,1,0,0,3,2,1,21015,3.8,4.85981226,23.6177752,4.065610409,11630.82199,-0.757014453,0,0.341092078,Pacific,11.05933666,78.29457855,20.35635948,0,2118988.75,0,4,0,0,0,2,0,0,0,0.5
4345,"Turtle Mountain Reservation and Off-Reservation Trust Land, MT--ND--SD",CHIPPEWA.,499,MT--ND--SD,2000,8330,3.920645001,9.027618735,0,0,2,2,3,1,14770.31429,3.502857143,8.945723534,80.02596955,4.426150322,26677.81902,-2.179504395,1,6.445252089,N/A,13.63967323,62.31921768,0,0.007717871,124921.0938,16677.98438,61,3,0,6,2,0.049180329,0,0.098360658,0.032786883
4360,"Tuscarora Reservation, NY",IROQUOIS.,663,NY,2000,11408,4.057209513,9.342070143,1,1,4,7,3,1,19788,4.15,6.025866032,36.31106144,2.443368196,277.5672333,-1.823966146,1,3.178435068,Eastern,12.53880692,61.59420013,0,0,0,0,22,0,0,2,3,0,0,0.090909094,0.13636364
4390,"Uintah and Ouray Reservation and Off-Reservation Trust Land, UT",UINTAH. .,600,UT,2000,6934,3.840983837,8.844192126,1,0,0,2,2,1,18208.46154,3.930769231,7.9459095,63.13747778,4.857057571,71954.43567,-0.42891407,0,9.780036572,Western,12.42744827,64.48300171,2.444229364,15.11442089,25542.79102,122806.2891,31,0,0,1,4,0,0,0.032258064,0.129032254
4455,"Upper Skagit Reservation, WA",SQUAMISH.,475,WA,2000,5523,3.742175043,8.61667647,1,0,0,3,3,2,20640.5,4.6,4.934473991,24.34903357,2.749875307,562.1798911,-0.946416259,1,-0.805306839,Northwest,10.56304169,58.99280167,0,0,0,0,57,1,0,5,16,0.01754386,0,0.087719299,0.280701756
4470,"Ute Mountain Reservation and Off-Reservation Trust Land, CO--NM--UT",MOANUNTS.,601,CO--NM--UT,2000,8159,3.911636933,9.006876891,0,0,0,2,2,1,14427.4,6.22,7.419380665,55.04720945,4.052089214,11274.29033,-0.760603011,1,7.755062527,Southwest,11.85525131,64.14868164,0,0,0,0,153,2,1,7,8,0.013071896,0.006535948,0.045751635,0.052287582
4500,"Viejas Reservation, CA",DIEGUENO.,339,CA,2000,28128,4.449138853,10.2445208,0,0,0,2,3,1,22926,3.6,5.446737289,29.6669471,3.25374198,1793.667667,-0.098658986,1,1.875332237,Pacific,13.78474998,52.15517426,0,0,150192.2031,23443.02344,13,0,0,2,2,0,0,0.15384616,0.15384616
4515,"Walker River Reservation, NV",KUYUIDOKA,569,NV,2000,10167,4.007192824,9.22690246,0,0,0,2,2,1,18253,5.166666667,6.440946579,41.48579283,4.526586056,33619.09789,-0.595160902,0,7.227540421,Western,10.89812565,64.11483002,0,8.148838043,332771,1175317.25,5,0,0,0,0,0,0,0,0
4595,"White Earth Reservation and Off-Reservation Trust Land, MN",CHIPPEWA.,499,MN,2000,9127,3.960328051,9.118992333,1,0,2,2,3,1,16908,4.26,8.053251266,64.85485595,4.239839554,17371.58933,-2.716088295,1,8.013760209,Midwest,11.95104885,65.04452515,0,0,0,0,352,57,15,27,28,0.161931813,0.042613637,0.076704547,0.079545453
4625,"Winnebago Reservation and Off-Reservation Trust Land, NE--IA",WINNEBAGO,78,NE--IA,2000,7662,3.884342148,8.944028325,1,1,3,3,3,1,17141.77778,2.177777778,7.258412361,52.68455,3.455421448,2853.786294,-2.25010252,1,6.13397461,Great Plains,13.47469234,59.22534943,0,0,0,0,32,0,0,1,1,0,0,0.03125,0.03125
4665,"Woodfords Community, CA",WASHO . .,340,CA,2000,6741,3.828724327,8.815963561,1,0,0,2,2,1,25759.66667,4.3,5.204006672,27.08168544,3.095866203,1246.999282,0.282121062,0,0.455321487,Western,10.90129471,68.68132019,0,1.503729463,548184.625,57042.92969,44,3,1,3,3,0.06818182,0.022727273,0.06818182,0.06818182
